Date,Flight Number,Destination,Delay
7/14/15,309,IAD,3
7/14/15,318,DEN,-2
7/14/15,322,IAH,0
7/14/15,325,BOS,0
7/14/15,329,DEN,12
7/14/15,330,AUS,-8
7/14/15,331,DEN,-7
7/14/15,341,EWR,55
7/14/15,355,IAD,-4
7/14/15,361,LIH,0
7/14/15,390,ORD,-4
7/14/15,401,CLE,-9
7/14/15,414,SAN,-3
7/14/15,427,OGG,-4
7/14/15,444,BOS,17
7/14/15,477,ORD,-4
7/14/15,478,LAX,49
7/14/15,479,LAX,9
7/14/15,480,PIT,24
7/14/15,486,IAD,0
7/14/15,497,SLC,2
7/14/15,502,JFK,151
7/14/15,522,PDX,5
7/14/15,560,DFW,-5
7/14/15,572,ORD,-3
7/14/15,579,DEN,-5
7/14/15,580,PDX,-4
7/14/15,591,IAH,26
7/14/15,611,SEA,-5
7/14/15,614,SNA,26
7/14/15,620,ORD,-1
7/14/15,624,ORD,7
7/14/15,637,JFK,117
7/14/15,642,SEA,-3
7/14/15,663,HNL,1
7/14/15,664,LAS,18
7/14/15,677,RNO,43
7/14/15,691,SAN,18
7/14/15,693,IAH,-3
7/14/15,704,JFK,-5
7/14/15,705,ORD,-2
7/14/15,718,IAH,0
7/14/15,734,ORD,-7
7/14/15,743,BOS,-1
7/14/15,753,DEN,54
7/14/15,758,JFK,1
7/14/15,760,JFK,39
7/14/15,778,ORD,6
7/14/15,788,BOS,13
7/14/15,806,DEN,-6
7/14/15,814,LAX,7
7/14/15,824,JFK,28
7/14/15,864,RNO,146
7/14/15,887,LAX,59
7/14/15,898,JFK,-4
7/14/15,1062,MSP,133
7/14/15,1073,BOS,3
7/14/15,1076,LAX,37
7/14/15,1084,SEA,-3
7/14/15,1091,DEN,14
7/14/15,1092,LAS,23
7/14/15,1109,DEN,38
7/14/15,1118,EWR,154
7/14/15,1120,IAH,113
7/14/15,1122,HNL,14
7/14/15,1124,SEA,-6
7/14/15,1135,RDU,0
7/14/15,1149,EWR,0
7/14/15,1168,EWR,17
7/14/15,1178,PDX,19
7/14/15,1185,EWR,-2
7/14/15,1192,LAX,2
7/14/15,1197,IAH,45
7/14/15,1216,LAS,90
7/14/15,1227,EWR,41
7/14/15,1247,SAN,0
7/14/15,1250,IAH,1
7/14/15,1252,MCO,7
7/14/15,1257,ANC,-3
7/14/15,1263,MCO,0
7/14/15,1273,OGG,111
7/14/15,1401,SAN,48
7/14/15,1415,PDX,28
7/14/15,1438,EWR,74
7/14/15,1446,IAD,34
7/14/15,1449,LAS,14
7/14/15,1497,SEA,28
7/14/15,1498,LAX,8
7/14/15,1499,IAD,37
7/14/15,1517,SAN,58
7/14/15,1521,SEA,111
7/14/15,1523,SEA,70
7/14/15,1526,SEA,3
7/14/15,1531,RDU,9
7/14/15,1563,ORD,-4
7/14/15,1579,LAX,4
7/14/15,1583,EWR,3
7/14/15,1586,ORD,1
7/14/15,1591,ORD,39
7/14/15,1593,EWR,-6
7/14/15,1602,ATL,227
7/14/15,1606,ORD,40
7/14/15,1614,LAS,-6
7/14/15,1616,SEA,89
7/14/15,1635,AUS,-3
7/14/15,1641,IAD,-2
7/14/15,1645,IAD,-4
7/14/15,1660,DEN,58
7/14/15,1668,ORD,22
7/14/15,1670,HNL,-5
7/14/15,1671,SAN,175
7/14/15,1674,EWR,36
7/14/15,1681,PHL,70
7/14/15,1683,EWR,69
7/14/15,1684,LIH,-2
7/14/15,1686,DCA,36
7/14/15,1699,ATL,14
7/14/15,1717,ORD,77
7/14/15,1721,KOA,9
7/14/15,1723,KOA,15
7/14/15,1725,OGG,-1
7/14/15,1727,IND,1
7/14/15,1728,ORD,20
7/14/15,1731,BOS,115
7/14/15,1742,EWR,6
7/14/15,1748,AUS,-3
7/14/15,1751,LAS,0
7/14/15,1754,EWR,84
7/14/15,1796,IAD,11
7/14/15,1900,PHL,0
7/14/15,1912,LAX,57
7/14/15,1914,IAH,131
7/14/15,1916,DEN,4
7/14/15,1922,EWR,0
7/14/15,1927,IAH,22
7/14/15,1930,LAS,5
7/14/15,1937,IAH,2
7/14/15,1942,LAX,2
7/14/15,1946,BOS,-2
7/14/15,1947,BWI,22
7/14/15,1950,CLE,108
7/14/15,1957,MCO,-4
7/14/15,1973,ORD,44
7/14/15,1975,FLL,101
7/14/15,1984,PDX,-2
7/14/15,1993,IAD,11
7/14/15,2000,PHX,73
7/15/15,73,HNL,1
7/15/15,205,PDX,-6
7/15/15,217,BOS,78
7/15/15,237,STL,0
7/15/15,249,IAD,3
7/15/15,256,AUS,4
7/15/15,268,SNA,-3
7/15/15,300,HNL,8
7/15/15,317,IND,9
7/15/15,318,DEN,151
7/15/15,322,IAH,2
7/15/15,325,BOS,-3
7/15/15,329,DEN,-6
7/15/15,330,AUS,0
7/15/15,355,IAD,10
7/15/15,361,LIH,-3
7/15/15,367,ORD,9
7/15/15,394,LAS,-4
7/15/15,401,CLE,27
7/15/15,414,SAN,-1
7/15/15,421,IAD,-8
7/15/15,427,OGG,-3
7/15/15,433,LAX,-3
7/15/15,479,LAX,-2
7/15/15,480,PIT,67
7/15/15,497,SLC,-4
7/15/15,498,SAN,-4
7/15/15,502,JFK,6
7/15/15,525,LAS,-3
7/15/15,540,DEN,-8
7/15/15,551,ORD,-2
7/15/15,560,DFW,-7
7/15/15,569,AUS,-7
7/15/15,572,ORD,17
7/15/15,579,DEN,-4
7/15/15,580,PDX,-12
7/15/15,583,LAS,1
7/15/15,591,IAH,8
7/15/15,611,SEA,-5
7/15/15,614,SNA,1
7/15/15,620,ORD,-4
7/15/15,624,ORD,-2
7/15/15,637,JFK,28
7/15/15,650,AUS,27
7/15/15,663,HNL,6
7/15/15,677,RNO,2
7/15/15,691,SAN,-10
7/15/15,693,IAH,-2
7/15/15,704,JFK,0
7/15/15,710,DEN,-7
7/15/15,718,IAH,68
7/15/15,721,EWR,-6
7/15/15,734,ORD,-4
7/15/15,743,BOS,-3
7/15/15,753,DEN,25
7/15/15,758,JFK,-5
7/15/15,760,JFK,21
7/15/15,778,ORD,-3
7/15/15,788,BOS,13
7/15/15,816,LAX,9
7/15/15,824,JFK,1
7/15/15,884,ORD,1
7/15/15,887,LAX,-4
7/15/15,898,JFK,-3
7/15/15,1004,LAX,-1
7/15/15,1042,EWR,77
7/15/15,1060,PHX,78
7/15/15,1062,MSP,20
7/15/15,1073,BOS,127
7/15/15,1084,SEA,0
7/15/15,1091,DEN,-5
7/15/15,1092,LAS,20
7/15/15,1111,EWR,-5
7/15/15,1118,BWI,-2
7/15/15,1120,IAH,-6
7/15/15,1122,HNL,10
7/15/15,1124,SEA,13
7/15/15,1135,RDU,3
7/15/15,1149,EWR,4
7/15/15,1168,EWR,8
7/15/15,1178,PDX,-2
7/15/15,1182,LAX,0
7/15/15,1192,LAX,27
7/15/15,1197,IAH,-2
7/15/15,1216,LAS,-6
7/15/15,1227,EWR,122
7/15/15,1247,LAS,1
7/15/15,1250,IAH,9
7/15/15,1252,MCO,10
7/15/15,1257,ANC,-8
7/15/15,1263,MCO,32
7/15/15,1273,OGG,-4
7/15/15,1401,SAN,83
7/15/15,1415,PDX,0
7/15/15,1438,EWR,0
7/15/15,1440,DFW,55
7/15/15,1453,SEA,3
7/15/15,1454,DEN,13
7/15/15,1497,SEA,9
7/15/15,1499,IAD,17
7/15/15,1517,SAN,-2
7/15/15,1523,SEA,44
7/15/15,1526,SEA,0
7/15/15,1531,RDU,41
7/15/15,1579,LAX,126
7/15/15,1583,EWR,1
7/15/15,1586,ORD,-5
7/15/15,1591,ORD,4
7/15/15,1593,EWR,1
7/15/15,1602,ATL,-5
7/15/15,1606,ORD,16
7/15/15,1608,EWR,-3
7/15/15,1614,LAS,3
7/15/15,1616,SEA,-2
7/15/15,1635,BOS,18
7/15/15,1641,IAD,8
7/15/15,1645,IAD,0
7/15/15,1662,ORD,7
7/15/15,1668,ORD,-5
7/15/15,1670,HNL,2
7/15/15,1671,SAN,-6
7/15/15,1674,EWR,10
7/15/15,1681,PHL,29
7/15/15,1683,EWR,11
7/15/15,1684,LIH,31
7/15/15,1686,DCA,3
7/15/15,1699,ATL,-6
7/15/15,1717,ORD,-1
7/15/15,1721,KOA,116
7/15/15,1723,KOA,-3
7/15/15,1725,OGG,-2
7/15/15,1728,PDX,11
7/15/15,1731,BOS,46
7/15/15,1742,EWR,10
7/15/15,1743,LAX,-8
7/15/15,1751,LAS,18
7/15/15,1754,EWR,370
7/15/15,1780,SEA,1
7/15/15,1796,IAD,6
7/15/15,1900,PHL,15
7/15/15,1914,IAH,25
7/15/15,1916,DEN,8
7/15/15,1922,EWR,68
7/15/15,1927,IAH,21
7/15/15,1930,IAD,15
7/15/15,1937,IAH,0
7/15/15,1942,LAX,195
7/15/15,1944,EWR,30
7/15/15,1946,BOS,0
7/15/15,1950,CLE,20
7/15/15,1957,MCO,-1
7/15/15,1960,LAX,-1
7/15/15,1970,ORD,-6
7/15/15,1973,ORD,31
7/15/15,1975,FLL,41
7/15/15,1984,PDX,103
7/15/15,1993,IAD,0
7/16/15,72,LAX,-1
7/16/15,73,HNL,6
7/16/15,205,PDX,-3
7/16/15,217,BOS,-2
7/16/15,237,STL,-7
7/16/15,249,IAD,3
7/16/15,258,MSP,-2
7/16/15,268,SNA,-2
7/16/15,276,EWR,-6
7/16/15,294,DFW,151
7/16/15,300,HNL,8
7/16/15,304,LAX,-3
7/16/15,309,IAD,-1
7/16/15,318,DEN,0
7/16/15,322,IAH,0
7/16/15,325,BOS,1
7/16/15,330,AUS,-1
7/16/15,331,DEN,-8
7/16/15,351,EWR,-1
7/16/15,355,IAD,-4
7/16/15,361,LIH,-9
7/16/15,394,LAS,0
7/16/15,401,CLE,45
7/16/15,414,SAN,-3
7/16/15,427,OGG,-7
7/16/15,444,BOS,2
7/16/15,477,ORD,2
7/16/15,478,LAX,-8
7/16/15,486,IAD,-1
7/16/15,497,SLC,-7
7/16/15,502,JFK,-4
7/16/15,522,PDX,-4
7/16/15,525,LAS,-5
7/16/15,569,AUS,-4
7/16/15,572,ORD,3
7/16/15,579,DEN,-4
7/16/15,580,PDX,4
7/16/15,591,IAH,-6
7/16/15,611,SEA,-1
7/16/15,614,SNA,-7
7/16/15,620,ORD,-1
7/16/15,624,ORD,-1
7/16/15,637,JFK,5
7/16/15,650,AUS,17
7/16/15,663,HNL,6
7/16/15,667,LAX,0
7/16/15,677,RNO,-2
7/16/15,691,SAN,-6
7/16/15,693,IAH,-7
7/16/15,704,JFK,1
7/16/15,734,ORD,-4
7/16/15,743,BOS,-6
7/16/15,753,DEN,14
7/16/15,758,JFK,-3
7/16/15,760,JFK,-4
7/16/15,778,ORD,11
7/16/15,788,BOS,2
7/16/15,820,ORD,59
7/16/15,824,JFK,-3
7/16/15,864,RNO,41
7/16/15,887,LAX,8
7/16/15,898,JFK,-3
7/16/15,1004,LAX,-1
7/16/15,1029,DFW,176
7/16/15,1038,LAS,2
7/16/15,1052,EWR,67
7/16/15,1062,MSP,2
7/16/15,1073,BOS,18
7/16/15,1084,SEA,2
7/16/15,1091,DEN,16
7/16/15,1092,LAS,4
7/16/15,1109,DEN,-3
7/16/15,1118,PIT,2
7/16/15,1120,IAH,0
7/16/15,1122,HNL,17
7/16/15,1124,SEA,-1
7/16/15,1135,RDU,-1
7/16/15,1149,EWR,-3
7/16/15,1168,EWR,62
7/16/15,1178,PDX,14
7/16/15,1182,LAX,-3
7/16/15,1185,EWR,23
7/16/15,1192,LAX,-2
7/16/15,1197,IAH,0
7/16/15,1216,LAS,-5
7/16/15,1227,EWR,-4
7/16/15,1240,IAH,11
7/16/15,1247,SAN,-2
7/16/15,1250,IAH,4
7/16/15,1252,MCO,12
7/16/15,1257,ANC,5
7/16/15,1263,MCO,-3
7/16/15,1273,OGG,-7
7/16/15,1401,SAN,-4
7/16/15,1415,PDX,50
7/16/15,1438,EWR,24
7/16/15,1453,SEA,3
7/16/15,1454,DEN,15
7/16/15,1474,DEN,-4
7/16/15,1497,SEA,4
7/16/15,1499,IAD,100
7/16/15,1517,SAN,36
7/16/15,1523,SEA,0
7/16/15,1526,SEA,8
7/16/15,1531,RDU,2
7/16/15,1563,ORD,8
7/16/15,1579,LAX,16
7/16/15,1583,EWR,9
7/16/15,1586,ORD,-3
7/16/15,1591,ORD,27
7/16/15,1593,EWR,0
7/16/15,1602,ATL,7
7/16/15,1608,EWR,-2
7/16/15,1614,LAS,8
7/16/15,1616,SEA,23
7/16/15,1641,IAD,12
7/16/15,1645,IAD,-3
7/16/15,1660,DEN,-2
7/16/15,1662,ORD,8
7/16/15,1668,ORD,18
7/16/15,1670,HNL,-2
7/16/15,1671,SAN,0
7/16/15,1681,PHL,-6
7/16/15,1683,EWR,0
7/16/15,1684,LIH,-4
7/16/15,1686,DCA,-5
7/16/15,1699,ATL,6
7/16/15,1710,LAX,24
7/16/15,1717,ORD,10
7/16/15,1721,KOA,-2
7/16/15,1723,KOA,-6
7/16/15,1725,OGG,-8
7/16/15,1727,IND,-5
7/16/15,1728,ORD,5
7/16/15,1731,BOS,8
7/16/15,1742,EWR,0
7/16/15,1748,AUS,28
7/16/15,1751,LAS,-2
7/16/15,1754,EWR,6
7/16/15,1774,IAD,-5
7/16/15,1780,SEA,2
7/16/15,1796,IAD,6
7/16/15,1900,PHL,80
7/16/15,1914,IAH,18
7/16/15,1916,DEN,19
7/16/15,1922,EWR,-4
7/16/15,1927,IAH,-3
7/16/15,1928,ORD,70
7/16/15,1937,IAH,-6
7/16/15,1944,EWR,20
7/16/15,1946,BOS,-3
7/16/15,1947,BWI,-5
7/16/15,1950,CLE,1
7/16/15,1957,MCO,0
7/16/15,1960,LAX,36
7/16/15,1973,ORD,43
7/16/15,1975,FLL,0
7/16/15,1984,PDX,12
7/16/15,1993,IAD,7
7/16/15,2000,PHX,11
7/17/15,72,LAX,-4
7/17/15,73,HNL,33
7/17/15,205,PDX,-5
7/17/15,217,BOS,6
7/17/15,237,STL,-5
7/17/15,249,IAD,-3
7/17/15,258,MSP,0
7/17/15,268,SNA,-6
7/17/15,294,DFW,84
7/17/15,300,HNL,6
7/17/15,309,IAD,16
7/17/15,318,DEN,6
7/17/15,322,IAH,0
7/17/15,325,BOS,28
7/17/15,330,AUS,68
7/17/15,331,DEN,-5
7/17/15,351,SEA,5
7/17/15,355,IAD,22
7/17/15,361,LIH,-3
7/17/15,367,ORD,16
7/17/15,394,LAS,-3
7/17/15,401,CLE,-2
7/17/15,427,OGG,29
7/17/15,444,BOS,0
7/17/15,477,ORD,16
7/17/15,478,LAX,-7
7/17/15,479,LAX,-4
7/17/15,480,PIT,-7
7/17/15,486,IAD,33
7/17/15,497,SLC,-3
7/17/15,502,JFK,-6
7/17/15,522,PDX,7
7/17/15,525,LAS,-7
7/17/15,569,AUS,-1
7/17/15,572,ORD,-3
7/17/15,579,DEN,3
7/17/15,580,PDX,-4
7/17/15,583,LAS,-12
7/17/15,591,IAH,109
7/17/15,611,SEA,-5
7/17/15,614,SNA,17
7/17/15,620,ORD,-4
7/17/15,624,ORD,8
7/17/15,637,JFK,7
7/17/15,650,AUS,-1
7/17/15,663,HNL,0
7/17/15,677,RNO,-2
7/17/15,691,SAN,13
7/17/15,693,IAH,-3
7/17/15,704,JFK,-1
7/17/15,731,DEN,-2
7/17/15,734,ORD,0
7/17/15,753,DEN,0
7/17/15,758,JFK,12
7/17/15,760,JFK,22
7/17/15,778,ORD,143
7/17/15,788,BOS,26
7/17/15,820,ORD,24
7/17/15,824,JFK,1
7/17/15,864,RNO,-8
7/17/15,887,LAX,5
7/17/15,898,JFK,1
7/17/15,1004,LAX,-2
7/17/15,1029,DFW,12
7/17/15,1038,LAS,0
7/17/15,1042,EWR,-2
7/17/15,1054,EWR,-5
7/17/15,1062,MSP,3
7/17/15,1073,BOS,38
7/17/15,1084,SEA,2
7/17/15,1091,DEN,24
7/17/15,1092,LAS,-6
7/17/15,1109,DEN,3
7/17/15,1118,EWR,3
7/17/15,1120,IAH,16
7/17/15,1122,HNL,-1
7/17/15,1124,SEA,32
7/17/15,1135,RDU,-5
7/17/15,1149,EWR,47
7/17/15,1168,EWR,18
7/17/15,1178,PDX,-5
7/17/15,1180,LAX,44
7/17/15,1182,LAX,0
7/17/15,1185,EWR,62
7/17/15,1197,IAH,9
7/17/15,1204,IAH,11
7/17/15,1216,LAS,5
7/17/15,1227,EWR,3
7/17/15,1240,IAH,-3
7/17/15,1247,SAN,114
7/17/15,1250,IAH,17
7/17/15,1252,MCO,-1
7/17/15,1257,ANC,4
7/17/15,1263,MCO,0
7/17/15,1273,OGG,1
7/17/15,1401,SAN,10
7/17/15,1415,PDX,-8
7/17/15,1438,EWR,12
7/17/15,1453,SEA,0
7/17/15,1454,DEN,2
7/17/15,1497,SEA,-3
7/17/15,1499,IAD,10
7/17/15,1517,SAN,176
7/17/15,1523,SEA,7
7/17/15,1526,SEA,18
7/17/15,1531,RDU,-3
7/17/15,1563,ORD,-2
7/17/15,1579,LAX,-4
7/17/15,1583,EWR,-3
7/17/15,1586,ORD,-6
7/17/15,1591,ORD,-3
7/17/15,1593,EWR,220
7/17/15,1600,IAD,-4
7/17/15,1602,ATL,1
7/17/15,1614,LAS,52
7/17/15,1616,SEA,5
7/17/15,1641,IAD,4
7/17/15,1645,IAD,0
7/17/15,1660,DEN,97
7/17/15,1662,ORD,2
7/17/15,1668,ORD,6
7/17/15,1670,HNL,15
7/17/15,1671,SAN,-2
7/17/15,1674,EWR,-1
7/17/15,1681,PHL,0
7/17/15,1683,EWR,-2
7/17/15,1684,LIH,20
7/17/15,1686,DCA,37
7/17/15,1699,ATL,-4
7/17/15,1710,LAX,10
7/17/15,1717,ORD,11
7/17/15,1721,KOA,3
7/17/15,1723,KOA,0
7/17/15,1725,OGG,8
7/17/15,1727,IND,-3
7/17/15,1731,BOS,2
7/17/15,1742,EWR,-1
7/17/15,1748,AUS,2
7/17/15,1751,LAS,184
7/17/15,1754,EWR,-4
7/17/15,1756,BOS,1
7/17/15,1774,IAD,-3
7/17/15,1796,IAD,0
7/17/15,1800,SAN,27
7/17/15,1900,PHL,43
7/17/15,1914,IAH,16
7/17/15,1916,DEN,3
7/17/15,1922,EWR,27
7/17/15,1927,IAH,23
7/17/15,1928,ORD,-2
7/17/15,1937,IAH,23
7/17/15,1942,LAX,1
7/17/15,1944,EWR,7
7/17/15,1946,BOS,0
7/17/15,1947,BWI,18
7/17/15,1950,CLE,-1
7/17/15,1957,MCO,0
7/17/15,1958,EWR,4
7/17/15,1960,LAX,4
7/17/15,1970,ORD,71
7/17/15,1973,ORD,-3
7/17/15,1975,FLL,165
7/17/15,1984,PDX,72
7/17/15,1993,IAD,38
7/17/15,2000,PHX,30
7/18/15,72,LAX,150
7/18/15,73,HNL,-1
7/18/15,205,PDX,-2
7/18/15,207,ORD,215
7/18/15,229,IAH,19
7/18/15,234,IAH,0
7/18/15,249,IAD,14
7/18/15,256,AUS,-3
7/18/15,268,SNA,-2
7/18/15,276,EWR,-2
7/18/15,277,SNA,-4
7/18/15,294,DFW,5
7/18/15,300,HNL,2
7/18/15,309,IAD,-5
7/18/15,317,IND,-6
7/18/15,329,DEN,-5
7/18/15,331,DEN,-6
7/18/15,361,LIH,7
7/18/15,378,IAH,27
7/18/15,384,PHL,-6
7/18/15,390,ORD,3
7/18/15,394,ATL,72
7/18/15,401,CLE,-6
7/18/15,421,IAD,2
7/18/15,433,LAX,5
7/18/15,444,BOS,-9
7/18/15,466,IAH,-6
7/18/15,478,LAX,-9
7/18/15,497,SLC,-2
7/18/15,522,PDX,13
7/18/15,540,DEN,4
7/18/15,560,DFW,0
7/18/15,568,EWR,-7
7/18/15,580,PDX,2
7/18/15,583,LAS,-5
7/18/15,614,SNA,53
7/18/15,618,IAH,-3
7/18/15,633,BOS,-2
7/18/15,637,JFK,-1
7/18/15,650,AUS,-4
7/18/15,663,HNL,5
7/18/15,710,DEN,108
7/18/15,718,SAN,0
7/18/15,734,ORD,-7
7/18/15,758,JFK,5
7/18/15,760,JFK,18
7/18/15,778,ORD,24
7/18/15,820,ORD,216
7/18/15,824,JFK,-3
7/18/15,834,DEN,10
7/18/15,1060,IAH,19
7/18/15,1072,IAD,102
7/18/15,1073,BOS,7
7/18/15,1118,EWR,45
7/18/15,1122,HNL,3
7/18/15,1135,RDU,36
7/18/15,1143,PIT,-4
7/18/15,1149,IAD,123
7/18/15,1159,CLE,65
7/18/15,1161,ORD,-5
7/18/15,1168,EWR,-1
7/18/15,1173,HNL,-5
7/18/15,1177,ORD,5
7/18/15,1189,ORD,-9
7/18/15,1197,IAH,5
7/18/15,1204,IAH,60
7/18/15,1227,EWR,52
7/18/15,1246,KOA,-3
7/18/15,1252,MCO,28
7/18/15,1255,SAN,53
7/18/15,1257,ANC,-1
7/18/15,1263,LAX,3
7/18/15,1273,OGG,26
7/18/15,1276,LAX,-2
7/18/15,1415,PDX,30
7/18/15,1447,DEN,5
7/18/15,1453,SEA,1
7/18/15,1523,SEA,-5
7/18/15,1526,SEA,-2
7/18/15,1531,RDU,-3
7/18/15,1566,BOS,9
7/18/15,1570,BOS,5
7/18/15,1579,LAX,41
7/18/15,1581,OGG,7
7/18/15,1600,KOA,7
7/18/15,1601,MCO,1
7/18/15,1608,EWR,1
7/18/15,1614,LAS,143
7/18/15,1645,IAD,-4
7/18/15,1668,ORD,12
7/18/15,1670,HNL,93
7/18/15,1674,EWR,0
7/18/15,1684,LIH,31
7/18/15,1686,DCA,1
7/18/15,1721,KOA,76
7/18/15,1723,KOA,-3
7/18/15,1725,OGG,9
7/18/15,1728,ORD,3
7/18/15,1734,OGG,1
7/18/15,1742,EWR,39
7/18/15,1743,LAX,3
7/18/15,1749,OGG,8
7/18/15,1750,SEA,-1
7/18/15,1751,LAS,10
7/18/15,1754,EWR,338
7/18/15,1756,BOS,197
7/18/15,1773,DEN,-2
7/18/15,1796,IAD,35
7/18/15,1900,PHL,5
7/18/15,1907,IAD,1
7/18/15,1909,SEA,-7
7/18/15,1912,BOS,32
7/18/15,1922,EWR,0
7/18/15,1937,IAH,44
7/18/15,1942,LAX,44
7/18/15,1944,EWR,5
7/18/15,1947,BWI,157
7/18/15,1952,LAS,1
7/18/15,1957,MCO,28
7/18/15,1960,LAX,2
7/18/15,1970,ORD,2
7/18/15,1973,ORD,49
7/18/15,1975,FLL,37
7/18/15,1984,PDX,138
7/18/15,2000,PHX,4
7/19/15,72,LAX,117
7/19/15,73,HNL,2
7/19/15,205,PDX,-5
7/19/15,217,EWR,29
7/19/15,239,IAH,244
7/19/15,244,PDX,3
7/19/15,249,IAD,-4
7/19/15,256,AUS,1
7/19/15,258,MSP,7
7/19/15,268,SNA,26
7/19/15,276,EWR,-4
7/19/15,277,SNA,-2
7/19/15,281,LAX,10
7/19/15,294,DFW,-8
7/19/15,300,HNL,3
7/19/15,309,IAD,0
7/19/15,317,IND,-7
7/19/15,329,DEN,-7
7/19/15,331,DEN,81
7/19/15,353,DEN,-1
7/19/15,355,IAD,29
7/19/15,361,LIH,-3
7/19/15,392,LAS,-4
7/19/15,395,LAS,-7
7/19/15,399,RDU,-8
7/19/15,401,CLE,-4
7/19/15,477,ORD,10
7/19/15,479,LAX,-5
7/19/15,480,PIT,-6
7/19/15,486,IAD,-6
7/19/15,497,SLC,-7
7/19/15,498,SAN,2
7/19/15,500,ORD,19
7/19/15,502,JFK,19
7/19/15,522,PDX,15
7/19/15,569,AUS,-9
7/19/15,572,ORD,-11
7/19/15,579,DEN,6
7/19/15,580,PDX,1
7/19/15,583,LAS,0
7/19/15,587,LAS,0
7/19/15,614,SNA,-4
7/19/15,618,IAH,0
7/19/15,620,ORD,-6
7/19/15,637,JFK,-3
7/19/15,650,AUS,33
7/19/15,663,HNL,1
7/19/15,681,LAX,-1
7/19/15,704,JFK,2
7/19/15,710,DEN,88
7/19/15,718,SAN,-2
7/19/15,741,EWR,-1
7/19/15,743,BOS,2
7/19/15,750,LAX,2
7/19/15,758,JFK,1
7/19/15,760,JFK,-3
7/19/15,806,DEN,32
7/19/15,824,JFK,11
7/19/15,834,DEN,120
7/19/15,864,RNO,95
7/19/15,887,LAX,0
7/19/15,898,JFK,1
7/19/15,1029,DFW,-6
7/19/15,1038,LAS,3
7/19/15,1060,IAH,-1
7/19/15,1073,BOS,14
7/19/15,1109,DEN,7
7/19/15,1111,EWR,-8
7/19/15,1120,IAH,-3
7/19/15,1122,HNL,36
7/19/15,1159,LAS,-4
7/19/15,1161,ORD,55
7/19/15,1168,EWR,-2
7/19/15,1170,LAX,309
7/19/15,1173,HNL,-3
7/19/15,1182,DCA,-2
7/19/15,1183,LAS,-5
7/19/15,1185,EWR,10
7/19/15,1197,IAH,5
7/19/15,1204,IAH,109
7/19/15,1227,EWR,-4
7/19/15,1250,IAH,-1
7/19/15,1252,MCO,12
7/19/15,1255,SAN,-5
7/19/15,1257,ANC,-2
7/19/15,1263,MCO,0
7/19/15,1273,OGG,7
7/19/15,1276,LAX,-2
7/19/15,1415,PDX,7
7/19/15,1438,EWR,-4
7/19/15,1447,DEN,-1
7/19/15,1451,SEA,1
7/19/15,1453,SEA,0
7/19/15,1456,LAS,2
7/19/15,1457,IAH,-2
7/19/15,1523,SEA,10
7/19/15,1526,SEA,6
7/19/15,1570,BOS,61
7/19/15,1572,SAN,10
7/19/15,1586,ORD,-1
7/19/15,1591,ORD,7
7/19/15,1602,ATL,21
7/19/15,1608,EWR,51
7/19/15,1616,SEA,0
7/19/15,1635,BOS,-3
7/19/15,1641,IAD,3
7/19/15,1662,RDU,-2
7/19/15,1668,ORD,-2
7/19/15,1670,HNL,3
7/19/15,1671,SAN,-5
7/19/15,1674,DEN,90
7/19/15,1681,PHL,13
7/19/15,1684,LIH,55
7/19/15,1686,BOS,37
7/19/15,1699,ATL,-2
7/19/15,1717,ORD,7
7/19/15,1721,KOA,9
7/19/15,1723,KOA,1
7/19/15,1725,OGG,58
7/19/15,1728,ORD,9
7/19/15,1731,BOS,-1
7/19/15,1742,EWR,1
7/19/15,1749,OGG,9
7/19/15,1756,SAN,-3
7/19/15,1780,SEA,3
7/19/15,1796,IAD,5
7/19/15,1900,PHL,-1
7/19/15,1912,BOS,12
7/19/15,1922,EWR,8
7/19/15,1928,ORD,75
7/19/15,1937,IAH,55
7/19/15,1944,EWR,15
7/19/15,1946,BOS,1
7/19/15,1947,BWI,-2
7/19/15,1950,CLE,7
7/19/15,1954,ORD,-4
7/19/15,1957,MCO,0
7/19/15,1960,LAX,-4
7/19/15,1973,ORD,0
7/19/15,1975,FLL,1
7/19/15,1984,PDX,1
7/19/15,2000,PHX,21
7/20/15,72,LAX,17
7/20/15,73,HNL,8
7/20/15,205,PDX,-6
7/20/15,217,BOS,12
7/20/15,237,STL,11
7/20/15,249,IAD,10
7/20/15,258,MSP,-5
7/20/15,268,SNA,194
7/20/15,276,EWR,-1
7/20/15,289,LAS,-1
7/20/15,294,DFW,-1
7/20/15,300,HNL,29
7/20/15,309,IAD,-8
7/20/15,318,DEN,0
7/20/15,322,IAH,28
7/20/15,325,BOS,0
7/20/15,330,AUS,-10
7/20/15,331,DEN,-5
7/20/15,355,IAD,-1
7/20/15,361,LIH,10
7/20/15,394,LAS,6
7/20/15,401,CLE,-3
7/20/15,414,SAN,-3
7/20/15,427,OGG,-9
7/20/15,444,BOS,-6
7/20/15,479,LAX,-1
7/20/15,480,PIT,-7
7/20/15,486,IAD,27
7/20/15,497,SLC,-6
7/20/15,502,JFK,-5
7/20/15,522,PDX,12
7/20/15,525,LAS,-1
7/20/15,557,ORD,5
7/20/15,569,AUS,12
7/20/15,572,ORD,-4
7/20/15,579,DEN,-3
7/20/15,580,PDX,-2
7/20/15,583,LAS,-3
7/20/15,591,IAH,-1
7/20/15,611,SEA,-1
